"","var_name","var_desc","var_type","class"
"803","in202_19","Types of non agricultural business",0,"numeric"
"804","in202_20","Types of non agricultural business",0,"numeric"
"805","in202_other_1","Type of non agricultural businesses-other",1,"character"
"806","in202_other_2","Type of non agricultural businesses-other",1,"character"
"807","in202_other_3","Type of non agricultural businesses-other",1,"character"
"808","in202_other_4","Type of non agricultural businesses-other",1,"character"
"809","in202_other_5","Type of non agricultural businesses-other",1,"character"
"810","in202_other_6","Type of non agricultural businesses-other",1,"character"
"811","in202_other_7","Type of non agricultural businesses-other",1,"character"
"812","in202_other_8","Type of non agricultural businesses-other",1,"character"
"813","in202_other_9","Type of non agricultural businesses-other",1,"character"
"814","in202_other_10","Type of non agricultural businesses-other",1,"character"
"815","in202_other_11","Type of non agricultural businesses-other",1,"character"
"816","in202_other_12","Type of non agricultural businesses-other",1,"character"
"817","in202_other_13","Type of non agricultural businesses-other",1,"character"
"818","in202_other_14","Type of non agricultural businesses-other",1,"character"
"819","in202_other_15","Type of non agricultural businesses-other",1,"character"
"820","in202_other_16","Type of non agricultural businesses-other",1,"character"
"821","in202_other_17","Type of non agricultural businesses-other",1,"character"
"822","in202_other_18","Type of non agricultural businesses-other",1,"character"
"823","in202_other_19","Type of non agricultural businesses-other",1,"character"
"824","in202_other_20","Type of non agricultural businesses-other",1,"character"
"825","in203_1","Household members working for the business",0,"numeric"
"826","in203_1_s1","Household members working for the business",0,"numeric"
"827","in203_1_s2","Household members working for the business",0,"numeric"
"828","in203_1_s3","Household members working for the business",0,"numeric"
"829","in203_1_s4","Household members working for the business",0,"numeric"
"830","in203_1_s5","Household members working for the business",0,"numeric"
"831","in203_1_s6","Household members working for the business",0,"numeric"
"832","in203_1_s7","Household members working for the business",0,"numeric"
"833","in203_1_s8","Household members working for the business",0,"numeric"
"834","in203_1_s9","Household members working for the business",0,"numeric"
"835","in203_1_s10","Household members working for the business",0,"numeric"
"836","in203_1_s11","Household members working for the business",0,"numeric"
"837","in203_1_s12","Household members working for the business",0,"numeric"
"838","in203_1_s13","Household members working for the business",0,"numeric"
"839","in203_1_s14","Household members working for the business",0,"numeric"
"840","in203_1_s15","Household members working for the business",0,"numeric"
"841","in203_1_s16","Household members working for the business",0,"numeric"
"842","in203_1_s17","Household members working for the business",0,"numeric"
"843","in203_1_s18","Household members working for the business",0,"numeric"
"844","in203_1_s19","Household members working for the business",0,"numeric"
"845","in203_1_s20","Household members working for the business",0,"numeric"
"846","in203_1_s21","Household members working for the business",0,"numeric"
"847","in203_1_s22","Household members working for the business",0,"numeric"
"848","in203_1_s23","Household members working for the business",0,"numeric"
"849","in203_1_s24","Household members working for the business",0,"numeric"
"850","in203_1_s25","Household members working for the business",0,"numeric"
"851","in203_1_s26","Household members working for the business",0,"numeric"
"852","in203_1_s27","Household members working for the business",0,"numeric"
"853","in203_1_s28","Household members working for the business",0,"numeric"
"854","in203_1_s29","Household members working for the business",0,"numeric"
"855","in203_1_s30","Household members working for the business",0,"numeric"
"856","in203_1_s31","Household members working for the business",0,"numeric"
"857","in203_1_s32","Household members working for the business",0,"numeric"
"858","in203_1_s33","Household members working for the business",0,"numeric"
"859","in203_1_s34","Household members working for the business",0,"numeric"
"860","in203_1_s35","Household members working for the business",0,"numeric"
"861","in203_1_s36","Household members working for the business",0,"numeric"
"862","in203_1_s37","Household members working for the business",0,"numeric"
"863","in203_1_s38","Household members working for the business",0,"numeric"
"864","in203_1_s39","Household members working for the business",0,"numeric"
"865","in203_1_s40","Household members working for the business",0,"numeric"
"866","in203_2","Household members working for the business",0,"numeric"
"867","in203_2_s1","Household members working for the business",0,"numeric"
"868","in203_2_s2","Household members working for the business",0,"numeric"
"869","in203_2_s3","Household members working for the business",0,"numeric"
"870","in203_2_s4","Household members working for the business",0,"numeric"
"871","in203_2_s5","Household members working for the business",0,"numeric"
"872","in203_2_s6","Household members working for the business",0,"numeric"
"873","in203_2_s7","Household members working for the business",0,"numeric"
"874","in203_2_s8","Household members working for the business",0,"numeric"
"875","in203_2_s9","Household members working for the business",0,"numeric"
"876","in203_2_s10","Household members working for the business",0,"numeric"
"877","in203_2_s11","Household members working for the business",0,"numeric"
"878","in203_2_s12","Household members working for the business",0,"numeric"
"879","in203_2_s13","Household members working for the business",0,"numeric"
"880","in203_2_s14","Household members working for the business",0,"numeric"
"881","in203_2_s15","Household members working for the business",0,"numeric"
"882","in203_2_s16","Household members working for the business",0,"numeric"
"883","in203_2_s17","Household members working for the business",0,"numeric"
"884","in203_2_s18","Household members working for the business",0,"numeric"
"885","in203_2_s19","Household members working for the business",0,"numeric"
"886","in203_2_s20","Household members working for the business",0,"numeric"
"887","in203_2_s21","Household members working for the business",0,"numeric"
"888","in203_2_s22","Household members working for the business",0,"numeric"
"889","in203_2_s23","Household members working for the business",0,"numeric"
"890","in203_2_s24","Household members working for the business",0,"numeric"
"891","in203_2_s25","Household members working for the business",0,"numeric"
"892","in203_2_s26","Household members working for the business",0,"numeric"
"893","in203_2_s27","Household members working for the business",0,"numeric"
"894","in203_2_s28","Household members working for the business",0,"numeric"
"895","in203_2_s29","Household members working for the business",0,"numeric"
"896","in203_2_s30","Household members working for the business",0,"numeric"
"897","in203_2_s31","Household members working for the business",0,"numeric"
"898","in203_2_s32","Household members working for the business",0,"numeric"
"899","in203_2_s33","Household members working for the business",0,"numeric"
"900","in203_2_s34","Household members working for the business",0,"numeric"
"901","in203_2_s35","Household members working for the business",0,"numeric"
"902","in203_2_s36","Household members working for the business",0,"numeric"
"903","in203_2_s37","Household members working for the business",0,"numeric"
"904","in203_2_s38","Household members working for the business",0,"numeric"
"905","in203_2_s39","Household members working for the business",0,"numeric"
"906","in203_2_s40","Household members working for the business",0,"numeric"
"907","in203_3","Household members working for the business",0,"numeric"
"908","in203_3_s1","Household members working for the business",0,"numeric"
"909","in203_3_s2","Household members working for the business",0,"numeric"
"910","in203_3_s3","Household members working for the business",0,"numeric"
"911","in203_3_s4","Household members working for the business",0,"numeric"
"912","in203_3_s5","Household members working for the business",0,"numeric"
"913","in203_3_s6","Household members working for the business",0,"numeric"
"914","in203_3_s7","Household members working for the business",0,"numeric"
"915","in203_3_s8","Household members working for the business",0,"numeric"
"916","in203_3_s9","Household members working for the business",0,"numeric"
"917","in203_3_s10","Household members working for the business",0,"numeric"
"918","in203_3_s11","Household members working for the business",0,"numeric"
"919","in203_3_s12","Household members working for the business",0,"numeric"
"920","in203_3_s13","Household members working for the business",0,"numeric"
"921","in203_3_s14","Household members working for the business",0,"numeric"
"922","in203_3_s15","Household members working for the business",0,"numeric"
"923","in203_3_s16","Household members working for the business",0,"numeric"
"924","in203_3_s17","Household members working for the business",0,"numeric"
"925","in203_3_s18","Household members working for the business",0,"numeric"
"926","in203_3_s19","Household members working for the business",0,"numeric"
"927","in203_3_s20","Household members working for the business",0,"numeric"
"928","in203_3_s21","Household members working for the business",0,"numeric"
"929","in203_3_s22","Household members working for the business",0,"numeric"
"930","in203_3_s23","Household members working for the business",0,"numeric"
"931","in203_3_s24","Household members working for the business",0,"numeric"
"932","in203_3_s25","Household members working for the business",0,"numeric"
"933","in203_3_s26","Household members working for the business",0,"numeric"
"934","in203_3_s27","Household members working for the business",0,"numeric"
"935","in203_3_s28","Household members working for the business",0,"numeric"
"936","in203_3_s29","Household members working for the business",0,"numeric"
"937","in203_3_s30","Household members working for the business",0,"numeric"
"938","in203_3_s31","Household members working for the business",0,"numeric"
"939","in203_3_s32","Household members working for the business",0,"numeric"
"940","in203_3_s33","Household members working for the business",0,"numeric"
"941","in203_3_s34","Household members working for the business",0,"numeric"
"942","in203_3_s35","Household members working for the business",0,"numeric"
"943","in203_3_s36","Household members working for the business",0,"numeric"
"944","in203_3_s37","Household members working for the business",0,"numeric"
"945","in203_3_s38","Household members working for the business",0,"numeric"
"946","in203_3_s39","Household members working for the business",0,"numeric"
"947","in203_3_s40","Household members working for the business",0,"numeric"
"948","in203_4","Household members working for the business",0,"numeric"
"949","in203_4_s1","Household members working for the business",0,"numeric"
"950","in203_4_s2","Household members working for the business",0,"numeric"
"951","in203_4_s3","Household members working for the business",0,"numeric"
"952","in203_4_s4","Household members working for the business",0,"numeric"
"953","in203_4_s5","Household members working for the business",0,"numeric"
"954","in203_4_s6","Household members working for the business",0,"numeric"
"955","in203_4_s7","Household members working for the business",0,"numeric"
"956","in203_4_s8","Household members working for the business",0,"numeric"
"957","in203_4_s9","Household members working for the business",0,"numeric"
"958","in203_4_s10","Household members working for the business",0,"numeric"
"959","in203_4_s11","Household members working for the business",0,"numeric"
"960","in203_4_s12","Household members working for the business",0,"numeric"
"961","in203_4_s13","Household members working for the business",0,"numeric"
"962","in203_4_s14","Household members working for the business",0,"numeric"
"963","in203_4_s15","Household members working for the business",0,"numeric"
"964","in203_4_s16","Household members working for the business",0,"numeric"
"965","in203_4_s17","Household members working for the business",0,"numeric"
"966","in203_4_s18","Household members working for the business",0,"numeric"
"967","in203_4_s19","Household members working for the business",0,"numeric"
"968","in203_4_s20","Household members working for the business",0,"numeric"
"969","in203_4_s21","Household members working for the business",0,"numeric"
"970","in203_4_s22","Household members working for the business",0,"numeric"
"971","in203_4_s23","Household members working for the business",0,"numeric"
"972","in203_4_s24","Household members working for the business",0,"numeric"
"973","in203_4_s25","Household members working for the business",0,"numeric"
"974","in203_4_s26","Household members working for the business",0,"numeric"
"975","in203_4_s27","Household members working for the business",0,"numeric"
"976","in203_4_s28","Household members working for the business",0,"numeric"
"977","in203_4_s29","Household members working for the business",0,"numeric"
"978","in203_4_s30","Household members working for the business",0,"numeric"
"979","in203_4_s31","Household members working for the business",0,"numeric"
"980","in203_4_s32","Household members working for the business",0,"numeric"
"981","in203_4_s33","Household members working for the business",0,"numeric"
"982","in203_4_s34","Household members working for the business",0,"numeric"
"983","in203_4_s35","Household members working for the business",0,"numeric"
"984","in203_4_s36","Household members working for the business",0,"numeric"
"985","in203_4_s37","Household members working for the business",0,"numeric"
"986","in203_4_s38","Household members working for the business",0,"numeric"
"987","in203_4_s39","Household members working for the business",0,"numeric"
"988","in203_4_s40","Household members working for the business",0,"numeric"
"989","in203_5","Household members working for the business",0,"numeric"
"990","in203_5_s1","Household members working for the business",0,"numeric"
"991","in203_5_s2","Household members working for the business",0,"numeric"
"992","in203_5_s3","Household members working for the business",0,"numeric"
"993","in203_5_s4","Household members working for the business",0,"numeric"
"994","in203_5_s5","Household members working for the business",0,"numeric"
"995","in203_5_s6","Household members working for the business",0,"numeric"
"996","in203_5_s7","Household members working for the business",0,"numeric"
"997","in203_5_s8","Household members working for the business",0,"numeric"
"998","in203_5_s9","Household members working for the business",0,"numeric"
"999","in203_5_s10","Household members working for the business",0,"numeric"
"1000","in203_5_s11","Household members working for the business",0,"numeric"
"1001","in203_5_s12","Household members working for the business",0,"numeric"
"1002","in203_5_s13","Household members working for the business",0,"numeric"
"1003","in203_5_s14","Household members working for the business",0,"numeric"
"1004","in203_5_s15","Household members working for the business",0,"numeric"
"1005","in203_5_s16","Household members working for the business",0,"numeric"
"1006","in203_5_s17","Household members working for the business",0,"numeric"
"1007","in203_5_s18","Household members working for the business",0,"numeric"
"1008","in203_5_s19","Household members working for the business",0,"numeric"
"1009","in203_5_s20","Household members working for the business",0,"numeric"
"1010","in203_5_s21","Household members working for the business",0,"numeric"
"1011","in203_5_s22","Household members working for the business",0,"numeric"
"1012","in203_5_s23","Household members working for the business",0,"numeric"
"1013","in203_5_s24","Household members working for the business",0,"numeric"
"1014","in203_5_s25","Household members working for the business",0,"numeric"
"1015","in203_5_s26","Household members working for the business",0,"numeric"
"1016","in203_5_s27","Household members working for the business",0,"numeric"
"1017","in203_5_s28","Household members working for the business",0,"numeric"
"1018","in203_5_s29","Household members working for the business",0,"numeric"
"1019","in203_5_s30","Household members working for the business",0,"numeric"
"1020","in203_5_s31","Household members working for the business",0,"numeric"
"1021","in203_5_s32","Household members working for the business",0,"numeric"
"1022","in203_5_s33","Household members working for the business",0,"numeric"
"1023","in203_5_s34","Household members working for the business",0,"numeric"
"1024","in203_5_s35","Household members working for the business",0,"numeric"
"1025","in203_5_s36","Household members working for the business",0,"numeric"
"1026","in203_5_s37","Household members working for the business",0,"numeric"
"1027","in203_5_s38","Household members working for the business",0,"numeric"
"1028","in203_5_s39","Household members working for the business",0,"numeric"
"1029","in203_5_s40","Household members working for the business",0,"numeric"
"1030","in203_6","Household members working for the business",0,"numeric"
"1031","in203_6_s1","Household members working for the business",0,"numeric"
"1032","in203_6_s2","Household members working for the business",0,"numeric"
"1033","in203_6_s3","Household members working for the business",0,"numeric"
"1034","in203_6_s4","Household members working for the business",0,"numeric"
"1035","in203_6_s5","Household members working for the business",0,"numeric"
"1036","in203_6_s6","Household members working for the business",0,"numeric"
"1037","in203_6_s7","Household members working for the business",0,"numeric"
"1038","in203_6_s8","Household members working for the business",0,"numeric"
"1039","in203_6_s9","Household members working for the business",0,"numeric"
"1040","in203_6_s10","Household members working for the business",0,"numeric"
"1041","in203_6_s11","Household members working for the business",0,"numeric"
"1042","in203_6_s12","Household members working for the business",0,"numeric"
"1043","in203_6_s13","Household members working for the business",0,"numeric"
"1044","in203_6_s14","Household members working for the business",0,"numeric"
"1045","in203_6_s15","Household members working for the business",0,"numeric"
"1046","in203_6_s16","Household members working for the business",0,"numeric"
"1047","in203_6_s17","Household members working for the business",0,"numeric"
"1048","in203_6_s18","Household members working for the business",0,"numeric"
"1049","in203_6_s19","Household members working for the business",0,"numeric"
"1050","in203_6_s20","Household members working for the business",0,"numeric"
"1051","in203_6_s21","Household members working for the business",0,"numeric"
"1052","in203_6_s22","Household members working for the business",0,"numeric"
"1053","in203_6_s23","Household members working for the business",0,"numeric"
"1054","in203_6_s24","Household members working for the business",0,"numeric"
"1055","in203_6_s25","Household members working for the business",0,"numeric"
"1056","in203_6_s26","Household members working for the business",0,"numeric"
"1057","in203_6_s27","Household members working for the business",0,"numeric"
"1058","in203_6_s28","Household members working for the business",0,"numeric"
"1059","in203_6_s29","Household members working for the business",0,"numeric"
"1060","in203_6_s30","Household members working for the business",0,"numeric"
"1061","in203_6_s31","Household members working for the business",0,"numeric"
"1062","in203_6_s32","Household members working for the business",0,"numeric"
"1063","in203_6_s33","Household members working for the business",0,"numeric"
"1064","in203_6_s34","Household members working for the business",0,"numeric"
"1065","in203_6_s35","Household members working for the business",0,"numeric"
"1066","in203_6_s36","Household members working for the business",0,"numeric"
"1067","in203_6_s37","Household members working for the business",0,"numeric"
"1068","in203_6_s38","Household members working for the business",0,"numeric"
"1069","in203_6_s39","Household members working for the business",0,"numeric"
"1070","in203_6_s40","Household members working for the business",0,"numeric"
"1071","in203_7","Household members working for the business",0,"numeric"
"1072","in203_7_s1","Household members working for the business",0,"numeric"
"1073","in203_7_s2","Household members working for the business",0,"numeric"
"1074","in203_7_s3","Household members working for the business",0,"numeric"
"1075","in203_7_s4","Household members working for the business",0,"numeric"
"1076","in203_7_s5","Household members working for the business",0,"numeric"
"1077","in203_7_s6","Household members working for the business",0,"numeric"
"1078","in203_7_s7","Household members working for the business",0,"numeric"
"1079","in203_7_s8","Household members working for the business",0,"numeric"
"1080","in203_7_s9","Household members working for the business",0,"numeric"
"1081","in203_7_s10","Household members working for the business",0,"numeric"
"1082","in203_7_s11","Household members working for the business",0,"numeric"
"1083","in203_7_s12","Household members working for the business",0,"numeric"
"1084","in203_7_s13","Household members working for the business",0,"numeric"
"1085","in203_7_s14","Household members working for the business",0,"numeric"
"1086","in203_7_s15","Household members working for the business",0,"numeric"
"1087","in203_7_s16","Household members working for the business",0,"numeric"
"1088","in203_7_s17","Household members working for the business",0,"numeric"
"1089","in203_7_s18","Household members working for the business",0,"numeric"
"1090","in203_7_s19","Household members working for the business",0,"numeric"
"1091","in203_7_s20","Household members working for the business",0,"numeric"
"1092","in203_7_s21","Household members working for the business",0,"numeric"
"1093","in203_7_s22","Household members working for the business",0,"numeric"
"1094","in203_7_s23","Household members working for the business",0,"numeric"
"1095","in203_7_s24","Household members working for the business",0,"numeric"
"1096","in203_7_s25","Household members working for the business",0,"numeric"
"1097","in203_7_s26","Household members working for the business",0,"numeric"
"1098","in203_7_s27","Household members working for the business",0,"numeric"
"1099","in203_7_s28","Household members working for the business",0,"numeric"
"1100","in203_7_s29","Household members working for the business",0,"numeric"
"1101","in203_7_s30","Household members working for the business",0,"numeric"
"1102","in203_7_s31","Household members working for the business",0,"numeric"
"1103","in203_7_s32","Household members working for the business",0,"numeric"
"1104","in203_7_s33","Household members working for the business",0,"numeric"
"1105","in203_7_s34","Household members working for the business",0,"numeric"
"1106","in203_7_s35","Household members working for the business",0,"numeric"
"1107","in203_7_s36","Household members working for the business",0,"numeric"
"1108","in203_7_s37","Household members working for the business",0,"numeric"
"1109","in203_7_s38","Household members working for the business",0,"numeric"
"1110","in203_7_s39","Household members working for the business",0,"numeric"
"1111","in203_7_s40","Household members working for the business",0,"numeric"
"1112","in203_8","Household members working for the business",0,"numeric"
"1113","in203_8_s1","Household members working for the business",0,"numeric"
"1114","in203_8_s2","Household members working for the business",0,"numeric"
"1115","in203_8_s3","Household members working for the business",0,"numeric"
"1116","in203_8_s4","Household members working for the business",0,"numeric"
"1117","in203_8_s5","Household members working for the business",0,"numeric"
"1118","in203_8_s6","Household members working for the business",0,"numeric"
"1119","in203_8_s7","Household members working for the business",0,"numeric"
"1120","in203_8_s8","Household members working for the business",0,"numeric"
"1121","in203_8_s9","Household members working for the business",0,"numeric"
"1122","in203_8_s10","Household members working for the business",0,"numeric"
"1123","in203_8_s11","Household members working for the business",0,"numeric"
"1124","in203_8_s12","Household members working for the business",0,"numeric"
"1125","in203_8_s13","Household members working for the business",0,"numeric"
"1126","in203_8_s14","Household members working for the business",0,"numeric"
"1127","in203_8_s15","Household members working for the business",0,"numeric"
"1128","in203_8_s16","Household members working for the business",0,"numeric"
"1129","in203_8_s17","Household members working for the business",0,"numeric"
"1130","in203_8_s18","Household members working for the business",0,"numeric"
"1131","in203_8_s19","Household members working for the business",0,"numeric"
"1132","in203_8_s20","Household members working for the business",0,"numeric"
"1133","in203_8_s21","Household members working for the business",0,"numeric"
"1134","in203_8_s22","Household members working for the business",0,"numeric"
"1135","in203_8_s23","Household members working for the business",0,"numeric"
"1136","in203_8_s24","Household members working for the business",0,"numeric"
"1137","in203_8_s25","Household members working for the business",0,"numeric"
"1138","in203_8_s26","Household members working for the business",0,"numeric"
"1139","in203_8_s27","Household members working for the business",0,"numeric"
"1140","in203_8_s28","Household members working for the business",0,"numeric"
"1141","in203_8_s29","Household members working for the business",0,"numeric"
"1142","in203_8_s30","Household members working for the business",0,"numeric"
"1143","in203_8_s31","Household members working for the business",0,"numeric"
"1144","in203_8_s32","Household members working for the business",0,"numeric"
"1145","in203_8_s33","Household members working for the business",0,"numeric"
"1146","in203_8_s34","Household members working for the business",0,"numeric"
"1147","in203_8_s35","Household members working for the business",0,"numeric"
"1148","in203_8_s36","Household members working for the business",0,"numeric"
"1149","in203_8_s37","Household members working for the business",0,"numeric"
"1150","in203_8_s38","Household members working for the business",0,"numeric"
"1151","in203_8_s39","Household members working for the business",0,"numeric"
"1152","in203_8_s40","Household members working for the business",0,"numeric"
"1153","in203_9","Household members working for the business",0,"numeric"
"1154","in203_9_s1","Household members working for the business",0,"numeric"
"1155","in203_9_s2","Household members working for the business",0,"numeric"
"1156","in203_9_s3","Household members working for the business",0,"numeric"
"1157","in203_9_s4","Household members working for the business",0,"numeric"
"1158","in203_9_s5","Household members working for the business",0,"numeric"
"1159","in203_9_s6","Household members working for the business",0,"numeric"
"1160","in203_9_s7","Household members working for the business",0,"numeric"
"1161","in203_9_s8","Household members working for the business",0,"numeric"
"1162","in203_9_s9","Household members working for the business",0,"numeric"
"1163","in203_9_s10","Household members working for the business",0,"numeric"
"1164","in203_9_s11","Household members working for the business",0,"numeric"
"1165","in203_9_s12","Household members working for the business",0,"numeric"
"1166","in203_9_s13","Household members working for the business",0,"numeric"
"1167","in203_9_s14","Household members working for the business",0,"numeric"
"1168","in203_9_s15","Household members working for the business",0,"numeric"
"1169","in203_9_s16","Household members working for the business",0,"numeric"
"1170","in203_9_s17","Household members working for the business",0,"numeric"
"1171","in203_9_s18","Household members working for the business",0,"numeric"
"1172","in203_9_s19","Household members working for the business",0,"numeric"
"1173","in203_9_s20","Household members working for the business",0,"numeric"
"1174","in203_9_s21","Household members working for the business",0,"numeric"
"1175","in203_9_s22","Household members working for the business",0,"numeric"
"1176","in203_9_s23","Household members working for the business",0,"numeric"
"1177","in203_9_s24","Household members working for the business",0,"numeric"
"1178","in203_9_s25","Household members working for the business",0,"numeric"
"1179","in203_9_s26","Household members working for the business",0,"numeric"
"1180","in203_9_s27","Household members working for the business",0,"numeric"
"1181","in203_9_s28","Household members working for the business",0,"numeric"
"1182","in203_9_s29","Household members working for the business",0,"numeric"
"1183","in203_9_s30","Household members working for the business",0,"numeric"
"1184","in203_9_s31","Household members working for the business",0,"numeric"
"1185","in203_9_s32","Household members working for the business",0,"numeric"
"1186","in203_9_s33","Household members working for the business",0,"numeric"
"1187","in203_9_s34","Household members working for the business",0,"numeric"
"1188","in203_9_s35","Household members working for the business",0,"numeric"
"1189","in203_9_s36","Household members working for the business",0,"numeric"
"1190","in203_9_s37","Household members working for the business",0,"numeric"
"1191","in203_9_s38","Household members working for the business",0,"numeric"
"1192","in203_9_s39","Household members working for the business",0,"numeric"
"1193","in203_9_s40","Household members working for the business",0,"numeric"
"1194","in203_10","Household members working for the business",0,"numeric"
"1195","in203_10_s1","Household members working for the business",0,"numeric"
"1196","in203_10_s2","Household members working for the business",0,"numeric"
"1197","in203_10_s3","Household members working for the business",0,"numeric"
"1198","in203_10_s4","Household members working for the business",0,"numeric"
"1199","in203_10_s5","Household members working for the business",0,"numeric"
"1200","in203_10_s6","Household members working for the business",0,"numeric"
"1201","in203_10_s7","Household members working for the business",0,"numeric"
"1202","in203_10_s8","Household members working for the business",0,"numeric"
"1203","in203_10_s9","Household members working for the business",0,"numeric"
"1204","in203_10_s10","Household members working for the business",0,"numeric"
"1205","in203_10_s11","Household members working for the business",0,"numeric"
"1206","in203_10_s12","Household members working for the business",0,"numeric"
"1207","in203_10_s13","Household members working for the business",0,"numeric"
"1208","in203_10_s14","Household members working for the business",0,"numeric"
"1209","in203_10_s15","Household members working for the business",0,"numeric"
"1210","in203_10_s16","Household members working for the business",0,"numeric"
"1211","in203_10_s17","Household members working for the business",0,"numeric"
"1212","in203_10_s18","Household members working for the business",0,"numeric"
"1213","in203_10_s19","Household members working for the business",0,"numeric"
"1214","in203_10_s20","Household members working for the business",0,"numeric"
"1215","in203_10_s21","Household members working for the business",0,"numeric"
"1216","in203_10_s22","Household members working for the business",0,"numeric"
"1217","in203_10_s23","Household members working for the business",0,"numeric"
"1218","in203_10_s24","Household members working for the business",0,"numeric"
"1219","in203_10_s25","Household members working for the business",0,"numeric"
"1220","in203_10_s26","Household members working for the business",0,"numeric"
"1221","in203_10_s27","Household members working for the business",0,"numeric"
"1222","in203_10_s28","Household members working for the business",0,"numeric"
"1223","in203_10_s29","Household members working for the business",0,"numeric"
"1224","in203_10_s30","Household members working for the business",0,"numeric"
"1225","in203_10_s31","Household members working for the business",0,"numeric"
"1226","in203_10_s32","Household members working for the business",0,"numeric"
"1227","in203_10_s33","Household members working for the business",0,"numeric"
"1228","in203_10_s34","Household members working for the business",0,"numeric"
"1229","in203_10_s35","Household members working for the business",0,"numeric"
"1230","in203_10_s36","Household members working for the business",0,"numeric"
"1231","in203_10_s37","Household members working for the business",0,"numeric"
"1232","in203_10_s38","Household members working for the business",0,"numeric"
"1233","in203_10_s39","Household members working for the business",0,"numeric"
"1234","in203_10_s40","Household members working for the business",0,"numeric"
"1235","in203_11","Household members working for the business",0,"numeric"
"1236","in203_11_s1","Household members working for the business",0,"numeric"
"1237","in203_11_s2","Household members working for the business",0,"numeric"
"1238","in203_11_s3","Household members working for the business",0,"numeric"
"1239","in203_11_s4","Household members working for the business",0,"numeric"
"1240","in203_11_s5","Household members working for the business",0,"numeric"
"1241","in203_11_s6","Household members working for the business",0,"numeric"
"1242","in203_11_s7","Household members working for the business",0,"numeric"
"1243","in203_11_s8","Household members working for the business",0,"numeric"
"1244","in203_11_s9","Household members working for the business",0,"numeric"
"1245","in203_11_s10","Household members working for the business",0,"numeric"
"1246","in203_11_s11","Household members working for the business",0,"numeric"
"1247","in203_11_s12","Household members working for the business",0,"numeric"
"1248","in203_11_s13","Household members working for the business",0,"numeric"
"1249","in203_11_s14","Household members working for the business",0,"numeric"
"1250","in203_11_s15","Household members working for the business",0,"numeric"
"1251","in203_11_s16","Household members working for the business",0,"numeric"
"1252","in203_11_s17","Household members working for the business",0,"numeric"
"1253","in203_11_s18","Household members working for the business",0,"numeric"
"1254","in203_11_s19","Household members working for the business",0,"numeric"
"1255","in203_11_s20","Household members working for the business",0,"numeric"
"1256","in203_11_s21","Household members working for the business",0,"numeric"
"1257","in203_11_s22","Household members working for the business",0,"numeric"
"1258","in203_11_s23","Household members working for the business",0,"numeric"
"1259","in203_11_s24","Household members working for the business",0,"numeric"
"1260","in203_11_s25","Household members working for the business",0,"numeric"
"1261","in203_11_s26","Household members working for the business",0,"numeric"
"1262","in203_11_s27","Household members working for the business",0,"numeric"
"1263","in203_11_s28","Household members working for the business",0,"numeric"
"1264","in203_11_s29","Household members working for the business",0,"numeric"
"1265","in203_11_s30","Household members working for the business",0,"numeric"
"1266","in203_11_s31","Household members working for the business",0,"numeric"
"1267","in203_11_s32","Household members working for the business",0,"numeric"
"1268","in203_11_s33","Household members working for the business",0,"numeric"
"1269","in203_11_s34","Household members working for the business",0,"numeric"
"1270","in203_11_s35","Household members working for the business",0,"numeric"
"1271","in203_11_s36","Household members working for the business",0,"numeric"
"1272","in203_11_s37","Household members working for the business",0,"numeric"
"1273","in203_11_s38","Household members working for the business",0,"numeric"
"1274","in203_11_s39","Household members working for the business",0,"numeric"
"1275","in203_11_s40","Household members working for the business",0,"numeric"
"1276","in203_12","Household members working for the business",0,"numeric"
"1277","in203_12_s1","Household members working for the business",0,"numeric"
"1278","in203_12_s2","Household members working for the business",0,"numeric"
"1279","in203_12_s3","Household members working for the business",0,"numeric"
"1280","in203_12_s4","Household members working for the business",0,"numeric"
"1281","in203_12_s5","Household members working for the business",0,"numeric"
"1282","in203_12_s6","Household members working for the business",0,"numeric"
"1283","in203_12_s7","Household members working for the business",0,"numeric"
"1284","in203_12_s8","Household members working for the business",0,"numeric"
"1285","in203_12_s9","Household members working for the business",0,"numeric"
"1286","in203_12_s10","Household members working for the business",0,"numeric"
"1287","in203_12_s11","Household members working for the business",0,"numeric"
"1288","in203_12_s12","Household members working for the business",0,"numeric"
"1289","in203_12_s13","Household members working for the business",0,"numeric"
"1290","in203_12_s14","Household members working for the business",0,"numeric"
"1291","in203_12_s15","Household members working for the business",0,"numeric"
"1292","in203_12_s16","Household members working for the business",0,"numeric"
"1293","in203_12_s17","Household members working for the business",0,"numeric"
"1294","in203_12_s18","Household members working for the business",0,"numeric"
"1295","in203_12_s19","Household members working for the business",0,"numeric"
"1296","in203_12_s20","Household members working for the business",0,"numeric"
"1297","in203_12_s21","Household members working for the business",0,"numeric"
"1298","in203_12_s22","Household members working for the business",0,"numeric"
"1299","in203_12_s23","Household members working for the business",0,"numeric"
"1300","in203_12_s24","Household members working for the business",0,"numeric"
"1301","in203_12_s25","Household members working for the business",0,"numeric"
"1302","in203_12_s26","Household members working for the business",0,"numeric"
"1303","in203_12_s27","Household members working for the business",0,"numeric"
"1304","in203_12_s28","Household members working for the business",0,"numeric"
"1305","in203_12_s29","Household members working for the business",0,"numeric"
"1306","in203_12_s30","Household members working for the business",0,"numeric"
"1307","in203_12_s31","Household members working for the business",0,"numeric"
