"","var_name","var_desc","var_type","class","var_labels","var_levels"
"644","cv005_25","Sex of 25th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"645","cv005_26","Sex of 26th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"646","cv005_26","Sex of 26th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"647","cv005_26","Sex of 26th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"648","cv005_27","Sex of 27th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"649","cv005_27","Sex of 27th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"650","cv005_27","Sex of 27th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"651","cv005_28","Sex of 28th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"652","cv005_28","Sex of 28th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"653","cv005_28","Sex of 28th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"654","cv005_29","Sex of 29th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"655","cv005_29","Sex of 29th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"656","cv005_29","Sex of 29th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"657","cv005_30","Sex of 30th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"658","cv005_30","Sex of 30th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"659","cv005_30","Sex of 30th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"660","cv005_31","Sex of 31st  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"661","cv005_31","Sex of 31st  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"662","cv005_31","Sex of 31st  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"663","cv005_32","Sex of 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"664","cv005_32","Sex of 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"665","cv005_32","Sex of 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"666","cv005_33","Sex of 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"667","cv005_33","Sex of 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"668","cv005_33","Sex of 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"669","cv005_34","Sex of 34th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"670","cv005_34","Sex of 34th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"671","cv005_34","Sex of 34th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"672","cv005_35","Sex of 35th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Male",1
"673","cv005_35","Sex of 35th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Female",2
"674","cv005_35","Sex of 35th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Transgender [Voluntary]",3
"675","cv006_1","Age of 1st  household member",0,"numeric",NA,NA
"676","cv006_2","Age of 2nd  household member",0,"numeric",NA,NA
"677","cv006_3","Age of 3rd  household member",0,"numeric",NA,NA
"678","cv006_4","Age of 4th  household member",0,"numeric",NA,NA
"679","cv006_5","Age of 5th  household member",0,"numeric",NA,NA
"680","cv006_6","Age of 6th  household member",0,"numeric",NA,NA
"681","cv006_7","Age of 7th  household member",0,"numeric",NA,NA
"682","cv006_8","Age of 8th  household member",0,"numeric",NA,NA
"683","cv006_9","Age of 9th  household member",0,"numeric",NA,NA
"684","cv006_10","Age of 10th  household member ",0,"numeric",NA,NA
"685","cv006_11","Age of 11th  household member ",0,"numeric",NA,NA
"686","cv006_12","Age of 12th  household member ",0,"numeric",NA,NA
"687","cv006_13","Age of 13th  household member ",0,"numeric",NA,NA
"688","cv006_14","Age of 14th  household member ",0,"numeric",NA,NA
"689","cv006_15","Age of 15th  household member ",0,"numeric",NA,NA
"690","cv006_16","Age of 16th  household member ",0,"numeric",NA,NA
"691","cv006_17","Age of 17th  household member ",0,"numeric",NA,NA
"692","cv006_18","Age of 18th  household member ",0,"numeric",NA,NA
"693","cv006_19","Age of 19th  household member ",0,"numeric",NA,NA
"694","cv006_20","Age of 20th  household member ",0,"numeric",NA,NA
"695","cv006_21","Age of 21st  household member ",0,"numeric",NA,NA
"696","cv006_22","Age of 22nd  household member ",0,"numeric",NA,NA
"697","cv006_23","Age of 23rd  household member ",0,"numeric",NA,NA
"698","cv006_24","Age of 24th  household member ",0,"numeric",NA,NA
"699","cv006_25","Age of 25th  household member ",0,"numeric",NA,NA
"700","cv006_26","Age of 26th  household member ",0,"numeric",NA,NA
"701","cv006_27","Age of 27th  household member ",0,"numeric",NA,NA
"702","cv006_28","Age of 28th  household member ",0,"numeric",NA,NA
"703","cv006_29","Age of 29th  household member ",0,"numeric",NA,NA
"704","cv006_30","Age of 30th  household member ",0,"numeric",NA,NA
"705","cv006_31","Age of 31st  household member ",0,"numeric",NA,NA
"706","cv006_32","Age of 32nd  household member ",0,"numeric",NA,NA
"707","cv006_33","Age of 33rd  household member ",0,"numeric",NA,NA
"708","cv006_34","Age of 34th  household member ",0,"numeric",NA,NA
"709","cv006_35","Age of 35th  household member ",0,"numeric",NA,NA
"710","cv007_1","Whether read or write - 1st  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"711","cv007_1","Whether read or write - 1st  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"712","cv007_1","Whether read or write - 1st  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"713","cv007_1","Whether read or write - 1st  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"714","cv007_2","Whether read or write - 2nd  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"715","cv007_2","Whether read or write - 2nd  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"716","cv007_2","Whether read or write - 2nd  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"717","cv007_2","Whether read or write - 2nd  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"718","cv007_3","Whether read or write - 3rd  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"719","cv007_3","Whether read or write - 3rd  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"720","cv007_3","Whether read or write - 3rd  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"721","cv007_3","Whether read or write - 3rd  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"722","cv007_4","Whether read or write - 4th  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"723","cv007_4","Whether read or write - 4th  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"724","cv007_4","Whether read or write - 4th  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"725","cv007_4","Whether read or write - 4th  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"726","cv007_5","Whether read or write - 5th  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"727","cv007_5","Whether read or write - 5th  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"728","cv007_5","Whether read or write - 5th  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"729","cv007_5","Whether read or write - 5th  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"730","cv007_6","Whether read or write - 6th  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"731","cv007_6","Whether read or write - 6th  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"732","cv007_6","Whether read or write - 6th  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"733","cv007_6","Whether read or write - 6th  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"734","cv007_7","Whether read or write - 7th  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"735","cv007_7","Whether read or write - 7th  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"736","cv007_7","Whether read or write - 7th  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"737","cv007_7","Whether read or write - 7th  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"738","cv007_8","Whether read or write - 8th  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"739","cv007_8","Whether read or write - 8th  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"740","cv007_8","Whether read or write - 8th  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"741","cv007_8","Whether read or write - 8th  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"742","cv007_9","Whether read or write - 9th  household member",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"743","cv007_9","Whether read or write - 9th  household member",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"744","cv007_9","Whether read or write - 9th  household member",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"745","cv007_9","Whether read or write - 9th  household member",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"746","cv007_10","Whether read or write - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"747","cv007_10","Whether read or write - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"748","cv007_10","Whether read or write - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"749","cv007_10","Whether read or write - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"750","cv007_11","Whether read or write - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"751","cv007_11","Whether read or write - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"752","cv007_11","Whether read or write - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"753","cv007_11","Whether read or write - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"754","cv007_12","Whether read or write - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"755","cv007_12","Whether read or write - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"756","cv007_12","Whether read or write - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"757","cv007_12","Whether read or write - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"758","cv007_13","Whether read or write - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"759","cv007_13","Whether read or write - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"760","cv007_13","Whether read or write - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"761","cv007_13","Whether read or write - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"762","cv007_14","Whether read or write - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"763","cv007_14","Whether read or write - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"764","cv007_14","Whether read or write - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"765","cv007_14","Whether read or write - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"766","cv007_15","Whether read or write - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"767","cv007_15","Whether read or write - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"768","cv007_15","Whether read or write - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"769","cv007_15","Whether read or write - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"770","cv007_16","Whether read or write - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"771","cv007_16","Whether read or write - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"772","cv007_16","Whether read or write - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"773","cv007_16","Whether read or write - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"774","cv007_17","Whether read or write - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"775","cv007_17","Whether read or write - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"776","cv007_17","Whether read or write - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"777","cv007_17","Whether read or write - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"778","cv007_18","Whether read or write - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"779","cv007_18","Whether read or write - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"780","cv007_18","Whether read or write - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"781","cv007_18","Whether read or write - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"782","cv007_19","Whether read or write - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"783","cv007_19","Whether read or write - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"784","cv007_19","Whether read or write - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"785","cv007_19","Whether read or write - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"786","cv007_20","Whether read or write - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"787","cv007_20","Whether read or write - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"788","cv007_20","Whether read or write - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"789","cv007_20","Whether read or write - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"790","cv007_21","Whether read or write - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"791","cv007_21","Whether read or write - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"792","cv007_21","Whether read or write - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"793","cv007_21","Whether read or write - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"794","cv007_22","Whether read or write - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"795","cv007_22","Whether read or write - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"796","cv007_22","Whether read or write - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"797","cv007_22","Whether read or write - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"798","cv007_23","Whether read or write - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"799","cv007_23","Whether read or write - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"800","cv007_23","Whether read or write - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"801","cv007_23","Whether read or write - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"802","cv007_24","Whether read or write - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"803","cv007_24","Whether read or write - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"804","cv007_24","Whether read or write - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"805","cv007_24","Whether read or write - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"806","cv007_25","Whether read or write - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"807","cv007_25","Whether read or write - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"808","cv007_25","Whether read or write - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"809","cv007_25","Whether read or write - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"810","cv007_26","Whether read or write - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"811","cv007_26","Whether read or write - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"812","cv007_26","Whether read or write - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"813","cv007_26","Whether read or write - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"814","cv007_27","Whether read or write - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"815","cv007_27","Whether read or write - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"816","cv007_27","Whether read or write - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"817","cv007_27","Whether read or write - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"818","cv007_28","Whether read or write - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"819","cv007_28","Whether read or write - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"820","cv007_28","Whether read or write - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"821","cv007_28","Whether read or write - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"822","cv007_29","Whether read or write - 29th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"823","cv007_29","Whether read or write - 29th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"824","cv007_29","Whether read or write - 29th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"825","cv007_29","Whether read or write - 29th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"826","cv007_30","Whether read or write - 30th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"827","cv007_30","Whether read or write - 30th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"828","cv007_30","Whether read or write - 30th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"829","cv007_30","Whether read or write - 30th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"830","cv007_31","Whether read or write - 31st  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"831","cv007_31","Whether read or write - 31st  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"832","cv007_31","Whether read or write - 31st  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"833","cv007_31","Whether read or write - 31st  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"834","cv007_32","Whether read or write - 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"835","cv007_32","Whether read or write - 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"836","cv007_32","Whether read or write - 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"837","cv007_32","Whether read or write - 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"838","cv007_33","Whether read or write - 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"839","cv007_33","Whether read or write - 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"840","cv007_33","Whether read or write - 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"841","cv007_33","Whether read or write - 33rd  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"842","cv007_34","Whether read or write - 34th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"843","cv007_34","Whether read or write - 34th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"844","cv007_34","Whether read or write - 34th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"845","cv007_34","Whether read or write - 34th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"846","cv007_35","Whether read or write - 35th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Can read only",1
"847","cv007_35","Whether read or write - 35th  household member ",0,"haven_labelled;vctrs_vctr;double","2 Can write only",2
"848","cv007_35","Whether read or write - 35th  household member ",0,"haven_labelled;vctrs_vctr;double","3 Can both read and write",3
"849","cv007_35","Whether read or write - 35th  household member ",0,"haven_labelled;vctrs_vctr;double","4 Cannot read or write",4
"850","cv008_1","Whether attended school or not - 1st  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"851","cv008_1","Whether attended school or not - 1st  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"852","cv008_2","Whether attended school or not - 2nd  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"853","cv008_2","Whether attended school or not - 2nd  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"854","cv008_3","Whether attended school or not - 3rd  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"855","cv008_3","Whether attended school or not - 3rd  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"856","cv008_4","Whether attended school or not - 4th  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"857","cv008_4","Whether attended school or not - 4th  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"858","cv008_5","Whether attended school or not - 5th  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"859","cv008_5","Whether attended school or not - 5th  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"860","cv008_6","Whether attended school or not - 6th  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"861","cv008_6","Whether attended school or not - 6th  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"862","cv008_7","Whether attended school or not - 7th  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"863","cv008_7","Whether attended school or not - 7th  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"864","cv008_8","Whether attended school or not - 8th  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"865","cv008_8","Whether attended school or not - 8th  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"866","cv008_9","Whether attended school or not - 9th  household member",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"867","cv008_9","Whether attended school or not - 9th  household member",0,"haven_labelled;vctrs_vctr;double","2 No",2
"868","cv008_10","Whether attended school or not - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"869","cv008_10","Whether attended school or not - 10th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"870","cv008_11","Whether attended school or not - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"871","cv008_11","Whether attended school or not - 11th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"872","cv008_12","Whether attended school or not - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"873","cv008_12","Whether attended school or not - 12th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"874","cv008_13","Whether attended school or not - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"875","cv008_13","Whether attended school or not - 13th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"876","cv008_14","Whether attended school or not - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"877","cv008_14","Whether attended school or not - 14th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"878","cv008_15","Whether attended school or not - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"879","cv008_15","Whether attended school or not - 15th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"880","cv008_16","Whether attended school or not - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"881","cv008_16","Whether attended school or not - 16th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"882","cv008_17","Whether attended school or not - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"883","cv008_17","Whether attended school or not - 17th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"884","cv008_18","Whether attended school or not - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"885","cv008_18","Whether attended school or not - 18th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"886","cv008_19","Whether attended school or not - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"887","cv008_19","Whether attended school or not - 19th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"888","cv008_20","Whether attended school or not - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"889","cv008_20","Whether attended school or not - 20th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"890","cv008_21","Whether attended school or not - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"891","cv008_21","Whether attended school or not - 21st  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"892","cv008_22","Whether attended school or not - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"893","cv008_22","Whether attended school or not - 22nd  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"894","cv008_23","Whether attended school or not - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"895","cv008_23","Whether attended school or not - 23rd  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"896","cv008_24","Whether attended school or not - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"897","cv008_24","Whether attended school or not - 24th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"898","cv008_25","Whether attended school or not - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"899","cv008_25","Whether attended school or not - 25th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"900","cv008_26","Whether attended school or not - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"901","cv008_26","Whether attended school or not - 26th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"902","cv008_27","Whether attended school or not - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"903","cv008_27","Whether attended school or not - 27th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"904","cv008_28","Whether attended school or not - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"905","cv008_28","Whether attended school or not - 28th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"906","cv008_29","Whether attended school or not - 29th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"907","cv008_29","Whether attended school or not - 29th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"908","cv008_30","Whether attended school or not - 30th  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"909","cv008_30","Whether attended school or not - 30th  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"910","cv008_31","Whether attended school or not - 31st  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"911","cv008_31","Whether attended school or not - 31st  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
"912","cv008_32","Whether attended school or not - 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","1 Yes",1
"913","cv008_32","Whether attended school or not - 32nd  household member ",0,"haven_labelled;vctrs_vctr;double","2 No",2
