"","var_name","var_desc","var_type","class"
"489","rd014f","Occupation of the respondent",1,"character"
"490","rd014g","Respondent designation",0,"numeric"
"491","rd014g_other","Respondents other designation",1,"character"
"492","re001a","Price paid for rice using antyodaya card",0,"numeric"
"493","re001b","Price paid for wheat using antyodaya card",0,"numeric"
"494","re001c","Price paid for sugar using antyodaya card",0,"numeric"
"495","re001d","Price paid for kerosene using antyodaya card",0,"numeric"
"496","re001e","Price paid for other product using antyodaya card",0,"numeric"
"497","re001e_other","Name of the items that pds sells for antyodaya",1,"character"
"498","re002a","Price paid by consumers using bpl card for rice",0,"numeric"
"499","re002b","Price paid by consumers using bpl card for wheat",0,"numeric"
"500","re002c","Price paid by consumers using bpl card for sugar",0,"numeric"
"501","re002d","Price paid by consumers using bpl card for kerosene",0,"numeric"
"502","re002e","Price paid for other product using bpl card",0,"numeric"
"503","re002e_other","Name of the items that pds sells for bpl",1,"character"
"504","re003a","Price paid by consumers using apl card for rice",0,"numeric"
"505","re003b","Price paid by consumers using apl card for wheat",0,"numeric"
"506","re003c","Price paid by consumers using apl card for sugar",0,"numeric"
"507","re003d","Price paid by consumers using apl card for kerosene",0,"numeric"
"508","re003e","Price paid for other product using apl card",0,"numeric"
"509","re003e_other","Name of the items that pds sells for apl",1,"character"
"510","re004a","Market price of rice",0,"numeric"
"511","re004b","Market price of wheat",0,"numeric"
"512","re004c","Market price of  sugar",0,"numeric"
"513","re004d","Market price of kerosene",0,"numeric"
"514","re004e","Market price of other product ",0,"numeric"
"515","re004e_other","Name of the items that pds sells for market",1,"character"
"516","ucen1","Total ward population",0,"numeric"
"517","ucen1a","Total male population",0,"numeric"
"518","ucen1b","Total female population",0,"numeric"
"519","ucen2","Total population engaged in economic activity",0,"numeric"
"520","ucen2a","Total male workers",0,"numeric"
"521","ucen2b","Total female workers",0,"numeric"
"522","ucen3","Total main workers",0,"numeric"
"523","ucen3a","Total cultivators",0,"numeric"
"524","ucen3b","Total agricultural workers",0,"numeric"
"525","ucen3c","Total household industry workers",0,"numeric"
"526","ucen3d","Total other workers",0,"numeric"
"527","ucen4","Total marginal workers",0,"numeric"
"528","ucen4a","Total cultivators",0,"numeric"
"529","ucen4b","Total agricultural workers",0,"numeric"
"530","ucen4c","Total household industry workers",0,"numeric"
"531","ucen4d","Total other workers",0,"numeric"
"532","ucen5a","Total ward population belongs to schedule caste",0,"numeric"
"533","ucen5b","Total ward population belongs to schedule tribe",0,"numeric"
"534","ucen6","Total literate population in the ward",0,"numeric"
"535","ucen6a","Total male literate in the ward",0,"numeric"
"536","ucen6b","Total female literate in the ward",0,"numeric"
"537","rd001_state_ssp","State specific scheme ssp",1,"character"
"538","uc029s1","Most common non-communicable diseases",0,"numeric"
"539","uc029s2","Most common non-communicable diseases",0,"numeric"
"540","uc029s3","Most common non-communicable diseases",0,"numeric"
"541","uc029s4","Most common non-communicable diseases",0,"numeric"
"542","uc029s5","Most common non-communicable diseases",0,"numeric"
"543","uc029s6","Most common non-communicable diseases",0,"numeric"
"544","uc029s7","Most common non-communicable diseases",0,"numeric"
"545","uc029s8","Most common non-communicable diseases",0,"numeric"
"546","uc029s9","Most common non-communicable diseases",0,"numeric"
"547","uc029s10","Most common non-communicable diseases",0,"numeric"
"548","uc029s11","Most common non-communicable diseases",0,"numeric"
"549","uc029s12","Most common non-communicable diseases",0,"numeric"
"550","uc029s0","Most common non-communicable diseases",0,"numeric"
"551","uc029","Most common non-communicable diseases",0,"numeric"
"552","ua001_month","Month the last nagarpanchayat election held ",0,"numeric"
"553","ua001_year","Year in which the last nagar nigam/nagarpanchayat/nagarpalika election was held",0,"numeric"
"554","ua002b","Level of education",0,"numeric"
"555","ua002c","Age",0,"numeric"
"556","ua002d","Sex",0,"numeric"
"557","ua002e","Caste",0,"numeric"
"558","ua002f_years","Duration of position",0,"numeric"
"559","ua002f_months","Duration of position",0,"numeric"
"560","ua003","Percentage of ward population lives in slum",0,"numeric"
"561","ua004","Main source of drinking water",0,"numeric"
"562","ua005","Drainage facility",0,"numeric"
"563","ua006","Public toilet",0,"numeric"
"564","ua007a","Natural disasters in the last five years",0,"numeric"
"565","ua007a_a","Earthquakes/tremors",0,"numeric"
"566","ua007a_b","Landslides",0,"numeric"
"567","ua007a_c","Fires/typhoon",0,"numeric"
"568","ua007a_d","Floods",0,"numeric"
"569","ua007a_e","Cyclone",0,"numeric"
"570","ua007a_f","Drought",0,"numeric"
"571","ua007a_g","Locust/pest attacks",0,"numeric"
"572","ua007a_h","Tsunami",0,"numeric"
"573","ua007a_i","Other",0,"numeric"
"574","ua007a_other","Natural disasters in the last five years other ",1,"character"
"575","ua007b_a","Earthquakes/tremors",0,"numeric"
"576","ua007b_b"," Landslides",0,"numeric"
"577","ua007b_c"," Fires/typhoon",0,"numeric"
"578","ua007b_d"," Floods",0,"numeric"
"579","ua007b_e","Cyclone",0,"numeric"
"580","ua007b_f","Drought",0,"numeric"
"581","ua007b_g"," Locust/pest attacks",0,"numeric"
"582","ua007b_h","Tsunami",0,"numeric"
"583","ua007b_i","Other",0,"numeric"
"584","ua008a_a","Organizations for elderly and the handicapped",0,"numeric"
"585","ua008a_b","Senior citizen association or clubs",0,"numeric"
"586","ua008a_c","Old age homes",0,"numeric"
"587","ua008a_d","Care service for the elderly",0,"numeric"
"588","ua008a_e","Geriatric center",0,"numeric"
"589","ua008a_f","Hospitals for elderly",0,"numeric"
"590","ua008b_a","Organizations for elderly and the handicapped",0,"numeric"
"591","ua008b_b","Senior citizen association or clubs",0,"numeric"
"592","ua008b_c","Old age homes",0,"numeric"
"593","ua008b_d","Care service for the elderly",0,"numeric"
"594","ua008b_e","Geriatric center",0,"numeric"
"595","ua008b_f","Hospitals for elderly",0,"numeric"
"596","ua008b_other_1","Who funded the facility-other ",1,"character"
"597","ua008b_other_2","Who funded the facility-other ",1,"character"
"598","ua008b_other_3","Who funded the facility-other ",1,"character"
"599","ua008b_other_4","Who funded the facility-other ",1,"character"
"600","ua008b_other_5","Who funded the facility-other ",1,"character"
"601","ua008b_other_6","Who funded the facility-other ",1,"character"
"602","ua009a","Educational institutions available in a ward",0,"numeric"
"603","ua009a_a","Primary school",0,"numeric"
"604","ua009a_b","Secondary school",0,"numeric"
"605","ua009a_c","High school",0,"numeric"
"606","ua009a_d","Madarsa",0,"numeric"
"607","ua009a_e","College/ and above",0,"numeric"
"608","ua009a_f","Vocational/employment training center (iti, computer training center, etc)",0,"numeric"
"609","ua009b_a","Primary school",0,"numeric"
"610","ua009b_b","Secondary school",0,"numeric"
"611","ua009b_c","High school",0,"numeric"
"612","ua009b_d","Madarsa",0,"numeric"
"613","ua009b_e","College/ and above",0,"numeric"
"614","ua009b_f","Vocational/employment training center (iti, computer training center, etc)",0,"numeric"
"615","ua010a_ssp_a","National old age pension scheme (noaps)",0,"numeric"
"616","ua010a_ssp_b","Widow pension scheme",0,"numeric"
"617","ua010a_ssp_c","Disability pension scheme",0,"numeric"
"618","ua010a_ssp_d","Annapurna scheme",0,"numeric"
"619","ua010a_ssp_e","National social assistance programme",0,"numeric"
"620","ua010a_ssp_f","Minimum needs programme (mnp)",0,"numeric"
"621","ua010a_ssp_g","Nirmal bharat abhiyaan",0,"numeric"
"622","ua010a_ssp_h","Rajiv gandhi national drinking water mission",0,"numeric"
"623","ua010a_ssp_i","Employment guarantee scheme (egs)",0,"numeric"
"624","ua010a_ssp_j","Prime minister rojgar yojana (pmry)",0,"numeric"
"625","ua010a_ssp_k","Balika samriddhi yojana (bsy)",0,"numeric"
"626","ua010a_ssp_l","Girl child scheme (cct)",0,"numeric"
"627","ua010a_ssp_m","Mahila mandal protosahan yojana (mmpy)",0,"numeric"
"628","ua010a_ssp_n","Any state specific programe",0,"numeric"
"629","ua010a_ssp_o","Other",0,"numeric"
"630","ua010a_socials0","Social security programmes in the world",0,"numeric"
"631","ua010a_social","Social security programmes in the world",0,"numeric"
"632","ua010a_social_specific","Ua010a_social_specific other",1,"character"
"633","ua010a_social_other","Ua010a_social_other ",1,"character"
"634","ua010b_ssp_j","Prime minister rojgar yojana (pmry)",0,"numeric"
"635","ua010b_ssp_k","Balika samriddhi yojana (bsy)",0,"numeric"
"636","ua010b_ssp_l","Girl child scheme (cct)",0,"numeric"
"637","ua010b_ssp_m","Mahila mandal protosahan yojana (mmpy)",0,"numeric"
"638","ua010b_ssp_n","Any state specific programe",0,"numeric"
"639","ua010b_ssp_o","Other",0,"numeric"
"640","ua010b_ssp_a","National old age pension scheme (noaps)",0,"numeric"
"641","ua010b_ssp_b","Widow pension scheme",0,"numeric"
"642","ua010b_ssp_c","Disability pension scheme",0,"numeric"
"643","ua010b_ssp_d","Annapurna scheme",0,"numeric"
"644","ua010b_ssp_e","National social assistance programme",0,"numeric"
"645","ua010b_ssp_f","Minimum needs programme (mnp)",0,"numeric"
"646","ua010b_ssp_g","Nirmal bharat abhiyaan",0,"numeric"
"647","ua010b_ssp_h","Rajiv gandhi national drinking water mission",0,"numeric"
"648","ua010b_ssp_i","Employment guarantee scheme (egs)",0,"numeric"
"649","ua010a_hp_a","Janani suraksha yojana (jsy)",0,"numeric"
"650","ua010a_hp_b","Kishori shakti yojana (ksy)",0,"numeric"
"651","ua010a_hp_c","School midday meal programme",0,"numeric"
"652","ua010a_hp_d","Integrated child development scheme (icds)",0,"numeric"
"653","ua010a_hp_e","Rashtriya swasthiya bima yojana (rsby)",0,"numeric"
"654","ua010a_hp_f","Aam aadmi bima yojana (aaby)",0,"numeric"
"655","ua010a_hp_g","Janashree bima yojana (jby)",0,"numeric"
"656","ua010a_hp_h","Universal health insurance scheme (uhis)",0,"numeric"
"657","ua010a_hp_i","National programme for prevention and control of cancer, diabetes, cardiova",0,"numeric"
"658","ua010a_hp_j","National programme for health care of the elderly (nhpce)",0,"numeric"
"659","ua010a_hp_k","National cancer control programme (nccp)",0,"numeric"
"660","ua010a_hp_l","Any state specific schemes",0,"numeric"
"661","ua010a_hp_m","Other",0,"numeric"
"662","ua010a_healths0","Health programme available and implemented in the ward",0,"numeric"
"663","ua010a_health","Health programme available and implemented in the ward",0,"numeric"
"664","ua010a_health_specific","Ua010a_health_specific other",1,"character"
"665","ua010a_health_other","Ua010a_health_other",1,"character"
"666","ua010b_hp_j","National programme for health care of the elderly (nhpce)",0,"numeric"
"667","ua010b_hp_k","National cancer control programme (nccp)",0,"numeric"
"668","ua010b_hp_l","Any state specific schemes",0,"numeric"
"669","ua010b_hp_m","Other",0,"numeric"
"670","ua010b_hp_a","Janani suraksha yojana (jsy)",0,"numeric"
"671","ua010b_hp_b","Kishori shakti yojana (ksy)",0,"numeric"
"672","ua010b_hp_c","School midday meal programme",0,"numeric"
"673","ua010b_hp_d","Integrated child development scheme (icds)",0,"numeric"
"674","ua010b_hp_e","Rashtriya swasthiya bima yojana (rsby)",0,"numeric"
"675","ua010b_hp_f","Aam aadmi bima yojana (aaby)",0,"numeric"
"676","ua010b_hp_g","Janashree bima yojana (jby)",0,"numeric"
"677","ua010b_hp_h","Universal health insurance scheme (uhis)",0,"numeric"
"678","ua010b_hp_i","National programme for prevention and control of cancer, diabetes, cardiova",0,"numeric"
"679","ua011a_a","ICDS (anganwadi)",0,"numeric"
"680","ua011a_b","Urban health post",0,"numeric"
"681","ua011a_c","PHC",0,"numeric"
"682","ua011a_d","Government hospital",0,"numeric"
"683","ua011a_e","Private clinic",0,"numeric"
"684","ua011a_f","Private hospital",0,"numeric"
"685","ua011a_g","Nursing home",0,"numeric"
"686","ua011a_h","Chemist/pharmacy",0,"numeric"
"687","ua011a_i","24-hour medical shop",0,"numeric"
"688","ua011a_j","Optical shop (spectacle)",0,"numeric"
"689","ua011a_k","Dental clinic",0,"numeric"
"690","ua011a_l","Mobile medical unit",0,"numeric"
"691","ua011a_m","Ambulance service",0,"numeric"
"692","ua011as0","Health facilities available in this ward. ",0,"numeric"
"693","ua011a","Health facilities available in this ward. ",0,"numeric"
"694","ua011b_j","Optical shop (spectacle)",0,"numeric"
"695","ua011b_k","Dental clinic",0,"numeric"
"696","ua011b_l","Mobile medical unit",0,"numeric"
"697","ua011b_m","Ambulance service",0,"numeric"
"698","ua011b_a","ICDS (anganwadi)",0,"numeric"
"699","ua011b_b","Urban health post",0,"numeric"
"700","ua011b_c","PHC",0,"numeric"
"701","ua011b_d","Government hospital",0,"numeric"
"702","ua011b_e","Private clinic",0,"numeric"
"703","ua011b_f","Private hospital",0,"numeric"
"704","ua011b_g","Nursing home",0,"numeric"
"705","ua011b_h","Chemist/pharmacy",0,"numeric"
"706","ua011b_i","24-hour medical shop",0,"numeric"
"707","urespondent_occupation","Occupation of the respondent",1,"character"
"708","ub001","Ceb is a slum or a non slum area",0,"numeric"
"709","ub002","Percentage of residents in the ward",0,"numeric"
"710","ub003_a","None",0,"numeric"
"711","ub003_b","Hindu",0,"numeric"
"712","ub003_c","Muslim",0,"numeric"
"713","ub003_d","Christian",0,"numeric"
"714","ub003_e","Sikh",0,"numeric"
"715","ub003_f","Buddhist/neo-buddhist",0,"numeric"
"716","ub003_g","Jain",0,"numeric"
"717","ub003_h","Jewish",0,"numeric"
"718","ub003_i","Parsi/zoroastrian",0,"numeric"
"719","ub003_j","Other",0,"numeric"
"720","ub003s998","Two common religions in this ceb",0,"numeric"
"721","ub003s997","Two common religions in this ceb",0,"numeric"
"722","ub003","Two common religions in this ceb",0,"numeric"
"723","ub003_other","Ub003_other",1,"character"
"724","ub004_a","Assamese",0,"numeric"
"725","ub004_b","Bengali",0,"numeric"
"726","ub004_c","Gujarati",0,"numeric"
"727","ub004_d","Hindi",0,"numeric"
"728","ub004_e","Kannada",0,"numeric"
"729","ub004_f","Kashmiri",0,"numeric"
"730","ub004_g","Konkani",0,"numeric"
"731","ub004_h","Malayalam",0,"numeric"
"732","ub004_i","Manipuri",0,"numeric"
"733","ub004_j","Marathi",0,"numeric"
"734","ub004_k","Nepali",0,"numeric"
"735","ub004_l","Odiya",0,"numeric"
"736","ub004_m","Punjabi",0,"numeric"
"737","ub004_n","Rajasthani",0,"numeric"
"738","ub004_o","Sindhi",0,"numeric"
"739","ub004_p","Tamil",0,"numeric"
"740","ub004_q","Telugu",0,"numeric"
"741","ub004_r","Urdu",0,"numeric"
"742","ub004_s","English",0,"numeric"
"743","ub004_t","Other",0,"numeric"
"744","ub004s998","Two common languages spoken in this ceb",0,"numeric"
"745","ub004s997","Two common languages spoken in this ceb",0,"numeric"
"746","ub004","Two common languages spoken in this ceb",0,"numeric"
"747","ub004_other","Ub004_other",1,"character"
"748","uresp_desg","Designation of the respondent:",1,"character"
"749","uresp_years","Number of years staying in ceb",0,"numeric"
"750","uc009","Public toilets in ceb",0,"numeric"
"751","uc009a","Distance of the nearest public toilet facility from ceb",0,"numeric"
"752","uc012","Rating of ceb in terms of overall cleanliness ",0,"numeric"
"753","uc013","Checking for the street lights at night",0,"numeric"
"754","uc014","Safety of ceb",0,"numeric"
"755","uc016a","Rating community in terms of pollution - air",0,"numeric"
"756","uc016b","Rating community in terms of poluution - sound",0,"numeric"
"757","uc016c","Rating community in terms of poluution - water",0,"numeric"
"758","uc016d","Rating community in terms of poluution - heat/radiation ",0,"numeric"
"759","uc001","Most common type of road in this ceb",0,"numeric"
"760","uc002","Usable footpaths along the main road in this ceb",0,"numeric"
"761","uc003","Condition of the roads in  locality",0,"numeric"
"762","uc004","Nearest railway station ",0,"numeric"
"763","uc005","Source of drinking water located at public places in the  ceb",0,"numeric"
"764","uc006","Main source of drinking water in the households ",0,"numeric"
"765","uc006_other","Uc006_other",1,"character"
"766","uc007","Drainage facility",0,"numeric"
"767","uc008","Type of drainage facility",0,"numeric"
"768","uc010","How household waste disposed of the ceb",0,"numeric"
"769","uc011","Garbage collection points of ceb cleaned on regular basis",0,"numeric"
"770","uc015_a","Petty crimes (like pickpocketing, purse snatching, ornaments snatching)",0,"numeric"
"771","uc015_b","Burglary",0,"numeric"
"772","uc015_c","Abuse against elderly",0,"numeric"
"773","uc015_d","Kidnapping",0,"numeric"
"774","uc015_e","Violence against women (including rape, dowry, female infanticide, domestic vio",0,"numeric"
"775","uc015_f","Killings/murders",0,"numeric"
"776","uc015_g","Drug-related crime",0,"numeric"
"777","uc015_h","Eve teasing",0,"numeric"
"778","uc015_i","Other",0,"numeric"
"779","uc015_j","None",0,"numeric"
"780","uc015","Commonly reported crimes in the ceb",0,"numeric"
"781","uc015_other","Uc015_other",1,"character"
"782","uc018a_a","Organizations for elderly and the handicapped",0,"numeric"
"783","uc018a_b","Senior citizen association or clubs",0,"numeric"
"784","uc018a_c","Old age home",0,"numeric"
"785","uc018a_d","Care service for the elderly",0,"numeric"
"786","uc018a_e","Elderly care center (geriatric center) and hospitals",0,"numeric"
"787","uc018b_a","Organizations for elderly and the handicapped",0,"numeric"
"788","uc018b_b","Senior citizen association or clubs",0,"numeric"
"789","uc018b_c","Old age home",0,"numeric"
"790","uc018b_d","Care service for the elderly",0,"numeric"
"791","uc018b_e","Elderly care center (geriatric center) and hospitals",0,"numeric"
"792","uc019a_a","Primary school",0,"numeric"
"793","uc019a_b","Secondary school",0,"numeric"
"794","uc019a_c","High school",0,"numeric"
"795","uc019a_d","Madarsa",0,"numeric"
"796","uc019a_e","College and above",0,"numeric"
"797","rrespondentpos","Position/occupation of respondent",0,"numeric"
"798","rrespondentpos_other","Position/occupation of respondent - other",1,"character"
"799","rb022a_27","Community center",0,"numeric"
"800","rb022a_28","Old age home",0,"numeric"
"801","rb022a_29","Elderly care center",0,"numeric"
"802","rb022a_30","NGO",0,"numeric"
"803","rc002a_13","Health provider availability",0,"numeric"
"804","rc002a_other","Health provider availability - other",1,"character"
"805","rc005a_10","Diseases reported",0,"numeric"
"806","rc005a_other","Diseases reported - other",1,"character"
"807","rc006a_8","Natural disasters in last five years",0,"numeric"
"808","rc007d","Highest level of education of respondent",0,"numeric"
"809","rd001_state_hp","State specific scheme",1,"character"
"810","rd001_other_hp","Other scheme",1,"character"
"811","rd001_other_ssp","Other scheme",1,"character"
"812","rd008b_d","Frequency of addiction in village_substance abuse",0,"numeric"
"813","ud001a","Rice",0,"numeric"
"814","ud001b","Wheat",0,"numeric"
"815","ud001c","Sugar",0,"numeric"
"816","ud001d","Kerosene",0,"numeric"
"817","ud001e","Other products that pds sells ",0,"numeric"
"818","ud001e_other","Rd001 other",1,"character"
"819","ud002a","Rice",0,"numeric"
"820","ud002b","Wheat",0,"numeric"
"821","ud002c","Sugar",0,"numeric"
"822","ud002d","Kerosene",0,"numeric"
"823","ud002e","Other products that pds sells ",0,"numeric"
"824","ud002_other","Rd002 other",1,"character"
"825","ud003a","Rice",0,"numeric"
"826","ud003b","Wheat",0,"numeric"
"827","ud003c","Sugar",0,"numeric"
"828","ud003d","Kerosene",0,"numeric"
"829","ud003e","Other products that pds sells ",0,"numeric"
"830","ud003_other","Rd003 other",1,"character"
"831","ud004a","Rice",0,"numeric"
"832","ud004b","Wheat",0,"numeric"
"833","ud004c","Sugar",0,"numeric"
"834","ud004d","Kerosene",0,"numeric"
"835","ud004e","Other products that pds sells ",0,"numeric"
"836","uc027as1","Health facilities available in ceb",0,"numeric"
"837","uc027as2","Health facilities available in ceb",0,"numeric"
"838","uc027as3","Health facilities available in ceb",0,"numeric"
"839","uc027as4","Health facilities available in ceb",0,"numeric"
"840","uc027as5","Health facilities available in ceb",0,"numeric"
"841","uc027as6","Health facilities available in ceb",0,"numeric"
"842","uc027as7","Health facilities available in ceb",0,"numeric"
"843","uc027as8","Health facilities available in ceb",0,"numeric"
"844","uc027as9","Health facilities available in ceb",0,"numeric"
"845","uc027as10","Health facilities available in ceb",0,"numeric"
"846","uc027as11","Health facilities available in ceb",0,"numeric"
"847","uc027as12","Health facilities available in ceb",0,"numeric"
"848","uc027as13","Health facilities available in ceb",0,"numeric"
"849","uc027as14","Health facilities available in ceb",0,"numeric"
"850","uc027as0","Health facilities available in ceb",0,"numeric"
"851","uc027a","Health facilities available in ceb",0,"numeric"
"852","uc028as1","Diseases reported in ceb",0,"numeric"
"853","uc028as2","Diseases reported in ceb",0,"numeric"
"854","uc028as3","Diseases reported in ceb",0,"numeric"
"855","uc028as4","Diseases reported in ceb",0,"numeric"
"856","uc028as5","Diseases reported in ceb",0,"numeric"
"857","uc028as6","Diseases reported in ceb",0,"numeric"
"858","uc028as7","Diseases reported in ceb",0,"numeric"
"859","uc028as8","Diseases reported in ceb",0,"numeric"
"860","uc028as9","Diseases reported in ceb",0,"numeric"
"861","uc028as0","Diseases reported in ceb",0,"numeric"
"862","uc028a","Diseases reported in ceb",0,"numeric"
"863","uc028a_other","Diseases reported in ceb - other",1,"character"
"864","uc030as1","Addiction prevailing in ceb",0,"numeric"
"865","uc030as2","Addiction prevailing in ceb",0,"numeric"
"866","uc030as3","Addiction prevailing in ceb",0,"numeric"
"867","uc030as4","Addiction prevailing in ceb",0,"numeric"
"868","uc030as5","Addiction prevailing in ceb",0,"numeric"
"869","uc030as0","Addiction prevailing in ceb",0,"numeric"
"870","uc030a","Addiction prevailing in ceb",0,"numeric"
"871","uc031","Adequate facilities for elders",0,"numeric"
"872","uc033"," referred to the official documents",0,"numeric"
"873","io001","About main topography of the ward",0,"numeric"
"874","io002","Area situated nearby any water body within 5 kms",0,"numeric"
"875","ua004_other","Main source of drinking water - other",1,"character"
"876","uc019b_a","Primary school",0,"numeric"
"877","uc019b_b","Secondary school",0,"numeric"
"878","uc019b_c","High school",0,"numeric"
"879","uc019b_d","Madarsa",0,"numeric"
"880","uc019b_e","College and above",0,"numeric"
"881","uc020a_j","Optical shop (spectacle)",0,"numeric"
"882","uc020a_k","Dental clinic",0,"numeric"
"883","uc020a_l","Mobile medical unit",0,"numeric"
"884","uc020a_m","Geriatric center",0,"numeric"
"885","uc020a_n","Ambulance service",0,"numeric"
"886","uc020a_a","Icds (anganwadi)",0,"numeric"
"887","uc020a_b","Urban health post",0,"numeric"
"888","uc020a_c","Urban community health center",0,"numeric"
"889","uc020a_d","Government hospital",0,"numeric"
"890","uc020a_e","Private clinic",0,"numeric"
"891","uc020a_f","Private hospital",0,"numeric"
"892","uc020a_g","Nursing home",0,"numeric"
"893","uc020a_h","Chemist/pharmacy",0,"numeric"
"894","uc020a_i","24-hour medical shop",0,"numeric"
"895","uc020b_j","Optical shop (spectacle)",0,"numeric"
"896","uc020b_k","Dental clinic",0,"numeric"
"897","uc020b_l","Mobile medical unit",0,"numeric"
"898","uc020b_m","Geriatric center",0,"numeric"
"899","uc020b_n","Ambulance service",0,"numeric"
"900","uc020b_a","ICDS (anganwadi)",0,"numeric"
"901","uc020b_b","Urban health post",0,"numeric"
"902","uc020b_c","Urban community health center",0,"numeric"
"903","uc020b_d","Government hospital",0,"numeric"
"904","uc020b_e","Private clinic",0,"numeric"
"905","uc020b_f","Private hospital",0,"numeric"
"906","uc020b_g","Nursing home",0,"numeric"
"907","uc020b_h","Chemist/pharmacy",0,"numeric"
"908","uc020b_i","24-hour medical shop",0,"numeric"
"909","uc021a_a","Malaria",0,"numeric"
"910","uc021a_b","Dengue",0,"numeric"
"911","uc021a_c","Diarrhea",0,"numeric"
"912","uc021a_d","Chicken pox",0,"numeric"
"913","uc021a_e","Tuberculosis",0,"numeric"
"914","uc021a_f","Other",0,"numeric"
"915","uc021a_other","Uc021 other",1,"character"
"916","uc021b_a","Malaria",0,"numeric"
"917","uc021b_b","Dengue",0,"numeric"
"918","uc021b_c","Diarrhea",0,"numeric"
"919","uc021b_d","Chicken pox",0,"numeric"
"920","uc021b_e","Tuberculosis",0,"numeric"
"921","uc021b_f","Other",0,"numeric"
"922","uc022s1","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"923","uc022s2","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"924","uc022s3","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"925","uc022s4","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"926","uc022s5","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"927","uc022s6","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"928","uc022s7","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"929","uc022s8","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"930","uc022","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"931","uc022_other","Uc022 other",1,"character"
"932","uc023a","About problem of addiction prevailing in  ceb",0,"numeric"
"933","uc023a_a","Alcohol",0,"numeric"
"934","uc023a_b","Tobacco (smokeless)",0,"numeric"
"935","uc023a_c","Smoking",0,"numeric"
"936","uc023a_d","Substance abuse",0,"numeric"
"937","uc023a_e","Gambling",0,"numeric"
"938","uc023b","How common the addiction is",0,"numeric"
"939","uc023b_a","Alcohol",0,"numeric"
"940","uc023b_b","Tobacco (smokeless)",0,"numeric"
"941","uc023b_c","Smoking",0,"numeric"
"942","uc023b_d","Substance abuse",0,"numeric"
"943","uc023b_e","Gambling",0,"numeric"
"944","uc017a_a","Post office",0,"numeric"
"945","uc017a_b","Police station",0,"numeric"
"946","uc017a_c","Bank",0,"numeric"
"947","uc017a_d","Playground/open fields/parks",0,"numeric"
"948","uc017a_e","Movie theatres/cinemas",0,"numeric"
"949","uc017a_f","Beauty parlour ",0,"numeric"
"950","uc017a_g","Yoga centre",0,"numeric"
"951","uc017a_h","Community center",0,"numeric"
"952","uc017a_i","Market ",0,"numeric"
"953","uc017a_j","Shopping complex/mall",0,"numeric"
"954","uc017b_a","Post office",0,"numeric"
"955","uc017b_b","Police station",0,"numeric"
"956","uc017b_d","Playground/open fields/parks",0,"numeric"
"957","uc017b_e","Movie theatres/cinemas",0,"numeric"
"958","uc017b_f","Beauty parlour",0,"numeric"
"959","uc017b_g","Yoga centre",0,"numeric"
"960","uc017b_h","Community center",0,"numeric"
"961","uc017b_i","Market ",0,"numeric"
"962","uc017b_j","Shopping complex/mall",0,"numeric"
"963","uc017b_c_1","Bank",0,"numeric"
"964","uc017b_c_2","Bank",0,"numeric"
"965","uc017b_c_3","Bank",0,"numeric"
"966","uc017a_banktypes1","Type of bank",0,"numeric"
"967","uc017a_banktypes2","Type of bank",0,"numeric"
"968","uc017a_banktypes3","Type of bank",0,"numeric"
"969","uc017a_banktypes4","Type of bank",0,"numeric"
"970","uc017a_banktype","Type of bank",0,"numeric"
"971","io003","Which kind of water body",0,"numeric"
"972","io004_1","Rating the community in terms of air pollution",0,"numeric"
"973","io004_2","Rating the community in terms of air pollution",0,"numeric"
"974","io004_3","Rating the community in terms of air pollution",0,"numeric"
"975","io004_4","Rating the community in terms of air pollution",0,"numeric"
"976","io004_5","Rating the community in terms of air pollution",0,"numeric"
"977","uc022s9","Three most common non-communicable diseases that affect the health of people of ",0,"numeric"
"978","interview_date","Date of interview (year and month)",1,"character"
